"GreenMountain" "ForrestHill" "BadHumbug" "CommunistCommune" "FairCity"
75101 111330 951234 1e+05 133043
105135 127435 975174 1e+05 107354
100400 109121 1009843 1e+05 27288
98622 172360 949869 1e+05 27162
106645 133959 973687 1e+05 7553
89002 105381 982588 1e+05 132635
105899 139199 953653 1e+05 172762
113373 130168 964825 1e+05 60817
96567 90543 961271 1e+05 85324
109848 109539 1023804 1e+05 176630
98960 101826 973757 1e+05 144454
79127 85417 946673 1e+05 71459
84521 93295 947995 1e+05 125465
89131 138393 1027435 1e+05 52203
111099 87118 977124 1e+05 92700
130580 127818 971315 1e+05 866
128758 102167 995826 1e+05 52546
117337 99484 973506 1e+05 95079
126414 104245 941045 1e+05 48929
75350 82199 976938 1e+05 103061
99448 106374 964119 1e+05 124940
128903 95590 963404 1e+05 116253
87425 108109 1000403 1e+05 175248
104186 131348 992905 1e+05 116570
108832 113174 978208 1e+05 47628
102504 119342 993963 1e+05 48654
82436 96323 994673 1e+05 42104
61452 101848 973054 1e+05 116514
125919 98151 973314 1e+05 25743
122614 77001 985404 1e+05 111737
97089 116656 974365 1e+05 161404
97329 111447 990415 1e+05 91440
108815 96824 966806 1e+05 198013
117981 89283 976191 1e+05 59207
93920 115255 961066 1e+05 123345
91996 82096 955401 1e+05 169954
117309 94655 999621 1e+05 9605
108133 102826 977483 1e+05 47357
92777 83474 965932 1e+05 181104
96379 93378 982472 1e+05 52585
82204 112088 999725 1e+05 175698
103979 102081 991206 1e+05 10990
101548 100233 986792 1e+05 104772
114875 82705 980300 1e+05 99727
106745 96311 934481 1e+05 152452
73574 122398 977882 1e+05 52805
89389 76985 1022272 1e+05 147136
108233 132341 980194 1e+05 180858
104091 58591 975833 1e+05 190934
124193 87685 991883 1e+05 88905
84650 71070 997955 1e+05 138972
107503 110824 1009606 1e+05 107131
115365 109720 973328 1e+05 164150
96104 96361 1019731 1e+05 182383
98205 60481 973490 1e+05 153604
96703 84963 987552 1e+05 23938
89151 90422 1016703 1e+05 64861
99346 80837 1015267 1e+05 164485
104710 109385 978667 1e+05 146238
61726 93975 1004830 1e+05 38877
115308 105772 985483 1e+05 102534
121110 109840 954871 1e+05 104765
107843 129694 981545 1e+05 145606
107642 77563 1019659 1e+05 133131
104047 86914 994983 1e+05 165509
129462 106545 975668 1e+05 149841
68131 79818 967196 1e+05 64946
124069 109933 992489 1e+05 131214
78743 77746 974473 1e+05 184698
79083 125326 990647 1e+05 70127
116072 108487 987404 1e+05 91887
103014 102579 988349 1e+05 165074
128574 87684 991014 1e+05 60275
97483 91985 1001193 1e+05 160615
91487 136458 970560 1e+05 15453
92929 96897 953037 1e+05 66324
116672 82594 1005314 1e+05 138694
79924 89815 961760 1e+05 24407
125622 136039 1006788 1e+05 95500
75286 92713 988949 1e+05 85361
71858 145750 987155 1e+05 1809
98881 105110 997382 1e+05 137443
85930 111270 948540 1e+05 193486
97540 97433 991772 1e+05 153714
100502 114406 1017705 1e+05 194008
109183 71888 1002606 1e+05 171830
91489 98177 961440 1e+05 187073
148408 79931 978824 1e+05 5687
105969 81681 1001654 1e+05 117234
115231 120372 963378 1e+05 123183
78223 70215 937587 1e+05 63002
92835 101003 974314 1e+05 22300
90492 94039 988507 1e+05 98524
73289 125110 970535 1e+05 117040
144486 98792 980379 1e+05 188822
78878 100004 1006184 1e+05 141354
55753 120551 966038 1e+05 136313
94311 112850 974578 1e+05 48656
101581 103314 977427 1e+05 131651
59873 109709 956393 1e+05 33162
121967 111610 970449 1e+05 183710
91743 90941 996129 1e+05 139469
107283 85043 992512 1e+05 196406
103985 113600 946573 1e+05 53116
121660 109250 976755 1e+05 63852
108140 93780 984071 1e+05 133926
94648 107712 956489 1e+05 198779
151995 61887 982821 1e+05 10776
119871 112171 965057 1e+05 86543
88111 119429 960844 1e+05 127329
104418 124756 991815 1e+05 196629
91740 79385 1032901 1e+05 147852
118741 97926 1007136 1e+05 3558
70325 91797 975416 1e+05 56357
117515 114207 978505 1e+05 83846
91194 121691 997750 1e+05 191872
69180 58560 992913 1e+05 122426
72499 86453 986112 1e+05 113024
93025 103563 962362 1e+05 54189
98594 114453 991066 1e+05 151073
99875 90969 1008912 1e+05 35493
111695 79544 961086 1e+05 183366
126542 119884 980504 1e+05 109284
88387 98041 1010021 1e+05 143979
138639 69559 974627 1e+05 76467
92714 89743 978532 1e+05 83167
126159 119939 1004434 1e+05 3488
65500 84049 930010 1e+05 43260
101675 67781 1030725 1e+05 166181
137079 127690 972862 1e+05 149600
89560 80876 959461 1e+05 182713
98985 84021 1006640 1e+05 46126
129685 96886 951694 1e+05 115762
78565 65131 986836 1e+05 122853
106428 98666 991219 1e+05 35808
137416 88996 972542 1e+05 102531
68836 109897 985739 1e+05 122827
109615 88239 992650 1e+05 37947
49396 101097 967175 1e+05 72340
122706 98425 979083 1e+05 170473
113241 105840 975658 1e+05 90265
106238 87043 995235 1e+05 49104
89625 124281 997731 1e+05 146519
121168 127125 987786 1e+05 180482
117251 121296 980097 1e+05 32618
73874 62697 997947 1e+05 104917
109366 106710 979028 1e+05 128140
117050 105283 1016573 1e+05 130249
130951 89727 1000132 1e+05 12529
66960 130656 994152 1e+05 185075
133353 117466 979425 1e+05 73703
96384 96707 992514 1e+05 1593
120548 112160 1001065 1e+05 161354
74050 129350 981223 1e+05 199665
108909 116479 954507 1e+05 173906
69447 117077 968710 1e+05 140306
146138 77611 978198 1e+05 185802
108991 146641 958483 1e+05 49798
104908 123334 1025517 1e+05 195777
91249 104509 954789 1e+05 5623
83968 63824 986104 1e+05 122581
102642 105701 982753 1e+05 152980
68783 60893 966352 1e+05 22675
119997 126720 966892 1e+05 71882
91860 128849 972882 1e+05 100584
61879 104350 958426 1e+05 74373
99375 99965 972744 1e+05 57611
92891 111422 974662 1e+05 110858
82079 99329 982538 1e+05 91122
93514 124909 959782 1e+05 144141
81802 99746 958344 1e+05 111652
94022 116115 968626 1e+05 100925
76261 92513 944369 1e+05 148669
144592 106183 1004680 1e+05 47291
98772 127623 1006139 1e+05 59877
116459 107949 980802 1e+05 70296
59503 119204 986078 1e+05 73021
46193 102527 978909 1e+05 115536
147134 100541 964658 1e+05 63460
104566 99819 1009848 1e+05 32197
146725 91718 1010031 1e+05 7823
116534 75660 943293 1e+05 42652
115257 104523 962257 1e+05 105473
126101 125975 977244 1e+05 168080
86519 90618 986415 1e+05 172881
113976 78663 1014187 1e+05 141007
124676 89435 993439 1e+05 111888
114623 112244 1011651 1e+05 63947
113366 109236 981918 1e+05 136399
87585 116060 988999 1e+05 17789
65555 117767 978581 1e+05 173655
116647 78423 974348 1e+05 142296
81000 120126 987646 1e+05 16024
84223 114504 973430 1e+05 30831
96382 91070 957682 1e+05 169086
68737 116968 965778 1e+05 81693
69530 59825 1004138 1e+05 37013
55401 131331 983659 1e+05 180852
119357 112414 962869 1e+05 133839
67535 123397 960089 1e+05 33358
50723 114420 971934 1e+05 92861
119732 113775 1010538 1e+05 98722
49053 91373 979767 1e+05 49638
115022 142476 980279 1e+05 170421
112693 94329 970245 1e+05 114630
105040 82839 1018518 1e+05 77839
104290 69535 1000317 1e+05 37688
128652 106130 983738 1e+05 174847
131854 74493 971409 1e+05 7081
93412 83149 995477 1e+05 102993
79422 120398 997251 1e+05 33445
83784 104940 980890 1e+05 113985
117068 124149 956001 1e+05 156691
96191 132004 999451 1e+05 28925
100818 116559 969272 1e+05 181183
124888 103423 983171 1e+05 147388
93383 102204 965459 1e+05 127635
99120 101715 974670 1e+05 6201
108162 104667 1009824 1e+05 48676
97303 109418 992344 1e+05 168474
131327 87969 982703 1e+05 112063
46658 87561 977791 1e+05 67033
97469 124836 978559 1e+05 97858
86041 97700 1004946 1e+05 104810
86205 109178 975511 1e+05 195290
109730 84080 979585 1e+05 6290
79008 75294 971192 1e+05 124858
123973 88103 982208 1e+05 82075
107072 92374 979808 1e+05 29367
95900 67399 975617 1e+05 76845
69049 119432 976136 1e+05 118116
113151 70082 969026 1e+05 110043
109195 94078 952613 1e+05 188558
120273 73641 979609 1e+05 180837
97946 64528 949959 1e+05 117828
56234 77212 979576 1e+05 119737
92683 121787 970233 1e+05 108761
127692 120496 972996 1e+05 75262
95886 108889 965274 1e+05 121356
105948 108155 969289 1e+05 193232
106131 139802 973176 1e+05 175203
110190 119096 969223 1e+05 133780
109413 126657 987403 1e+05 66785
81133 95248 980159 1e+05 38261
77723 96776 989699 1e+05 117334
134405 81938 1015224 1e+05 170259
55831 68478 964542 1e+05 1318
106129 71340 1007366 1e+05 139001
112976 107240 987494 1e+05 191498
60027 103096 971605 1e+05 101947
144145 93497 1007532 1e+05 129159
99990 120196 982393 1e+05 139487
91796 78506 987249 1e+05 170703
106406 120189 974768 1e+05 163767
96182 116373 1003287 1e+05 190998
113191 102712 991521 1e+05 185129
89164 76823 1015131 1e+05 21168
98484 164245 967286 1e+05 80376
107863 128779 941158 1e+05 176158
119135 126494 1006221 1e+05 130982
90635 101807 961144 1e+05 189677
105786 84796 989614 1e+05 41969
70991 118433 1002688 1e+05 60814
80224 107980 979187 1e+05 175990
120047 111788 970804 1e+05 192191
114867 76285 970315 1e+05 50829
103800 106657 976863 1e+05 173016
128449 98230 991782 1e+05 120955
120646 123010 964770 1e+05 181461
99289 88450 965616 1e+05 70768
111463 89410 969463 1e+05 55337
99209 84578 971483 1e+05 150565
117785 117195 1012630 1e+05 177698
79575 121338 960942 1e+05 144600
104442 93029 995598 1e+05 166539
92740 136189 976447 1e+05 179578
95070 127251 936673 1e+05 68965
67914 116409 980687 1e+05 85741
113033 81037 968837 1e+05 169607
95758 143762 1002127 1e+05 139088
81132 120956 957368 1e+05 13975
131026 121379 968752 1e+05 93639
87880 58335 996875 1e+05 128907
98873 130606 968226 1e+05 182396
142711 61310 958290 1e+05 187743
92785 108664 1004049 1e+05 106356
130483 84877 952494 1e+05 136602
119902 80772 929760 1e+05 176545
88926 113729 949268 1e+05 24212
146301 155060 972893 1e+05 6633
116785 81908 966050 1e+05 160031
132799 117182 1006587 1e+05 198603
104614 98189 961950 1e+05 88751
93088 128613 1002920 1e+05 136187
79797 73163 1008111 1e+05 180953
108994 93764 969219 1e+05 189781
87670 140993 966916 1e+05 136219
85968 64030 974087 1e+05 113801
116558 122349 998351 1e+05 43786
83700 109395 943649 1e+05 11696
99906 87109 1005389 1e+05 171537
96504 108877 1002293 1e+05 70484
91172 114326 1013544 1e+05 87948
113730 104919 940176 1e+05 126428
82378 107613 980236 1e+05 8308
121016 123920 991991 1e+05 95702
87772 101389 956063 1e+05 155353
98467 116375 966530 1e+05 81837
75826 133814 962259 1e+05 190947
114474 106031 1029981 1e+05 176147
85499 133781 986774 1e+05 37155
104859 116096 1005403 1e+05 45474
101089 180284 975776 1e+05 14011
59227 106224 978458 1e+05 171067
80761 66269 973861 1e+05 137718
104169 89464 1002623 1e+05 12829
115462 81280 970080 1e+05 26202
112921 105961 963421 1e+05 157193
81423 84236 963206 1e+05 22187
124456 95863 984155 1e+05 97073
111705 88591 947801 1e+05 114315
106746 101198 998168 1e+05 13584
100431 155997 1008316 1e+05 94051
59480 98414 947672 1e+05 104556
115631 83877 1017661 1e+05 44831
92779 91858 977584 1e+05 63008
99641 120295 960129 1e+05 86905
101809 93769 974573 1e+05 184250
124382 142070 938217 1e+05 125846
99996 93336 995921 1e+05 199190
112933 108547 980946 1e+05 182510
77219 92958 984466 1e+05 17163
73194 84141 974786 1e+05 149726
105178 103421 964069 1e+05 79205
108001 74876 1004370 1e+05 189948
95245 87143 1007218 1e+05 10443
91044 76642 956273 1e+05 132458
108367 97622 968468 1e+05 195138
111858 108990 973140 1e+05 156450
71171 102939 971293 1e+05 68440
115579 65785 981215 1e+05 131909
109750 44463 973906 1e+05 119817
94921 81786 975137 1e+05 99418
125253 74656 996445 1e+05 13541
127254 107691 978716 1e+05 95373
149844 108842 949675 1e+05 120264
82933 114307 954447 1e+05 117621
93250 126617 963314 1e+05 120821
123608 87712 1007276 1e+05 65797
125652 90102 967357 1e+05 114770
106884 106939 1003122 1e+05 111503
64114 85257 978959 1e+05 104105
117193 80860 987318 1e+05 105808
96500 96896 998134 1e+05 83408
93526 102231 996884 1e+05 60037
132698 157702 978121 1e+05 140029
97399 110095 1007213 1e+05 190707
102273 81341 1005778 1e+05 195232
61345 119976 963371 1e+05 109734
117410 118332 1012352 1e+05 59357
97954 112012 980072 1e+05 180401
109120 91145 993364 1e+05 112007
103927 59504 965657 1e+05 92192
111700 102175 998557 1e+05 178894
126516 113536 989066 1e+05 10765
136224 75839 991839 1e+05 75632
103615 80590 961914 1e+05 1805
79995 105987 978752 1e+05 195189
79657 90667 952004 1e+05 35956
90933 79017 975039 1e+05 7613
109154 101831 980727 1e+05 15231
110854 94587 987548 1e+05 82649
81593 88713 1014918 1e+05 175480
98178 114618 924894 1e+05 164716
100125 110979 1005661 1e+05 186748
108759 94999 996613 1e+05 145306
67507 96253 999568 1e+05 86613
143815 81143 997673 1e+05 195321
108411 113078 959591 1e+05 116199
105462 78229 951583 1e+05 194209
120116 156296 993884 1e+05 181402
84355 57339 985530 1e+05 83853
111722 135290 935618 1e+05 38070
118922 137081 971976 1e+05 147878
97548 137185 991199 1e+05 120147
55230 74957 1045207 1e+05 85363
85660 131941 956043 1e+05 172706
102816 67702 995183 1e+05 164120
94961 102288 1020995 1e+05 19311
96446 67362 974315 1e+05 39317
92561 101709 985264 1e+05 23254
62889 88574 930553 1e+05 158207
108366 71831 991807 1e+05 47081
109576 99870 998488 1e+05 186312
87214 85585 970802 1e+05 18488
110526 89993 943750 1e+05 128346
94732 114249 990244 1e+05 27494
100371 96224 943349 1e+05 120499
83316 106154 1019859 1e+05 102959
75205 98899 1010695 1e+05 45676
96839 108962 978067 1e+05 100923
112297 121350 974458 1e+05 86380
108589 80617 956495 1e+05 100290
100235 54009 966218 1e+05 47666
89012 137144 962851 1e+05 16344
71638 119743 997757 1e+05 48878
91339 101346 996477 1e+05 194778
65842 71406 983347 1e+05 158675
130049 120338 988500 1e+05 186430
95913 100462 1014815 1e+05 74125
110297 96836 982593 1e+05 34471
69951 99429 984498 1e+05 145508
111232 91338 980331 1e+05 29435
81429 99132 991190 1e+05 88333
100741 113151 974649 1e+05 95666
112610 129095 975550 1e+05 177130
77863 68198 962675 1e+05 79241
89975 105984 946761 1e+05 101068
75381 84615 1026172 1e+05 121449
81374 126604 986906 1e+05 138182
69921 109225 975989 1e+05 170227
88264 104605 979683 1e+05 89532
75744 75218 997575 1e+05 18639
140962 86656 983607 1e+05 135227
118322 94263 972257 1e+05 134667
80247 95576 999504 1e+05 112357
118896 116973 954473 1e+05 136645
97700 118618 980512 1e+05 37138
120512 96512 941428 1e+05 37349
69735 97081 937135 1e+05 17865
105566 69499 1003562 1e+05 122992
105365 88315 988115 1e+05 98741
56917 78884 993276 1e+05 61554
115126 97575 1001430 1e+05 100554
96209 63419 957795 1e+05 68791
96133 97260 992003 1e+05 143934
130986 70260 970681 1e+05 146226
103596 91003 999998 1e+05 31533
82174 99310 977352 1e+05 46463
84334 52748 978351 1e+05 2793
89016 122275 979191 1e+05 123141
80279 99761 992866 1e+05 160894
98099 58447 947181 1e+05 63292
132184 119209 977314 1e+05 111357
69463 80621 987995 1e+05 76179
122871 81659 955436 1e+05 107573
94145 127340 997399 1e+05 2894
102654 94741 958742 1e+05 36809
99979 120227 970266 1e+05 28621
87702 104221 1021683 1e+05 26316
99757 69076 998783 1e+05 152510
85572 72734 1003804 1e+05 129796
87338 86849 986025 1e+05 163128
66245 85564 967023 1e+05 26104
98281 78749 982039 1e+05 186786
104280 149011 940475 1e+05 194741
125761 97530 991504 1e+05 12944
104040 92767 966995 1e+05 124547
87676 106211 985858 1e+05 154989
102728 53146 992976 1e+05 2462
121448 96650 990257 1e+05 69915
61062 94053 985417 1e+05 189477
128190 95997 1018243 1e+05 105130
98965 51910 995316 1e+05 175652
115469 136044 963875 1e+05 188474
101355 114546 961188 1e+05 83305
124458 139178 979433 1e+05 185149
127265 116723 974969 1e+05 52501
151361 109762 989841 1e+05 107424
80397 98436 996961 1e+05 87640
90811 62863 958723 1e+05 126374
67086 126132 998013 1e+05 86577
80358 68358 973294 1e+05 134489
115259 100640 961198 1e+05 42498
68840 109005 989163 1e+05 171841
96904 111088 992127 1e+05 168584
69117 109327 981765 1e+05 142543
98656 123347 1007789 1e+05 60443
93400 117003 999925 1e+05 72074
94611 110129 996170 1e+05 166460
123035 126856 1029797 1e+05 117407
110452 68651 985667 1e+05 47265
83358 104308 982093 1e+05 196222
104040 83244 973626 1e+05 137273
150540 113246 975377 1e+05 81380
101394 106626 997706 1e+05 51622
86448 109394 966691 1e+05 123600
105589 112350 1017757 1e+05 189037
85358 74909 954466 1e+05 67759
119264 91740 971022 1e+05 64191
114951 110509 975012 1e+05 133321
98672 106250 983165 1e+05 147949
87629 69840 1009845 1e+05 666
122527 70868 972141 1e+05 113514
89636 114626 1018362 1e+05 180526
91502 52427 996141 1e+05 15672
100952 61264 990978 1e+05 155498
88491 83506 1000670 1e+05 48725
104613 78092 962742 1e+05 1607
110492 101674 944395 1e+05 31962
117948 108689 982882 1e+05 111781
106033 129204 989498 1e+05 66173
84332 65726 966837 1e+05 118335
121940 110922 1002564 1e+05 89873
67906 132654 975473 1e+05 56974
88331 119630 982084 1e+05 183874
74117 102106 994800 1e+05 97746
97280 65636 1002035 1e+05 88851
33432 92149 1007628 1e+05 151751
89991 107337 950991 1e+05 36997
77042 84324 1009712 1e+05 135589
100044 92980 984295 1e+05 152369
133855 126345 968172 1e+05 91433
124161 164592 965832 1e+05 137254
97647 119849 954268 1e+05 100063
123131 83026 976201 1e+05 80918
81654 121514 992986 1e+05 80733
99142 136171 970023 1e+05 122621
120955 96331 986769 1e+05 136005
111027 99911 961224 1e+05 133857
116350 119968 971800 1e+05 154675
135058 119455 948112 1e+05 5846
78064 109518 974499 1e+05 166756
72195 107450 958236 1e+05 21846
112891 91328 962519 1e+05 196674
107889 110511 975305 1e+05 98576
106752 126183 946022 1e+05 59260
114826 69164 988772 1e+05 173976
147945 94140 1005617 1e+05 193257
82543 105326 1016928 1e+05 175894
120372 97965 964190 1e+05 28703
87444 90726 983603 1e+05 114646
105334 123147 966819 1e+05 117992
60705 97536 992436 1e+05 58828
128011 114824 965222 1e+05 150445
82737 74947 974291 1e+05 104333
91572 64154 1009484 1e+05 140770
98955 93343 992531 1e+05 35170
133136 104893 958974 1e+05 12669
76841 76912 961879 1e+05 113531
133716 110671 948657 1e+05 106845
94243 82006 980657 1e+05 154011
100636 84340 1004750 1e+05 90830
70923 101428 991565 1e+05 22996
65397 104134 982933 1e+05 63578
92130 133510 1003998 1e+05 154404
90982 149127 966418 1e+05 125563
110988 109871 982624 1e+05 35783
122432 95151 990104 1e+05 88391
135809 95634 995432 1e+05 78202
94616 121091 1009799 1e+05 191249
36679 127465 1008433 1e+05 61752
55596 104032 973860 1e+05 55390
135243 123245 994829 1e+05 199448
120633 112866 965970 1e+05 44583
80897 104120 983802 1e+05 122576
105709 91070 999047 1e+05 117980
104082 91809 1021073 1e+05 94231
114121 116383 980658 1e+05 106165
84282 137929 953249 1e+05 48275
109705 91237 962419 1e+05 15422
86151 101122 989996 1e+05 111311
98332 113566 987565 1e+05 126941
100803 129607 967036 1e+05 185088
